"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","Kapolei - Makakilo",5.1,percent,3.2,7.1,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","Kapolei - Makakilo",5.0,percent,3.4,6.6,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","Kapolei - Makakilo",6.7,percent,4.8,8.7,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","Kapolei - Makakilo",7.4,percent,5.3,9.5,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","Kapolei - Makakilo",8.1,percent,5.8,10.5,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","Kapolei - Makakilo",8.5,percent,6.3,10.8,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ka‘u,8.0,percent,4.3,11.8,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ka‘u,11.7,percent,5.5,18.0,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ka‘u,13.1,percent,6.8,19.4,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ka‘u,14.1,percent,7.8,20.4,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Koloa,5.3,percent,3.5,7.1,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Koloa,5.9,percent,4.0,7.8,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Koloa,7.1,percent,4.6,9.5,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Koloa,8.4,percent,5.4,11.4,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Koloa,8.6,percent,5.6,11.7,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Koloa,9.5,percent,6.3,12.7,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olauloa,9.1,percent,5.1,13.0,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olauloa,10.1,percent,5.8,14.5,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olauloa,8.2,percent,4.4,12.0,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olauloa,11.5,percent,5.9,17.0,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olauloa,11.4,percent,5.9,16.9,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olauloa,10.4,percent,5.1,15.7,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olaupoko,4.7,percent,3.6,5.9,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olaupoko,4.6,percent,3.5,5.7,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olaupoko,4.3,percent,3.3,5.4,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olaupoko,4.1,percent,3.1,5.0,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olaupoko,4.7,percent,3.5,5.8,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Ko‘olaupoko,5.1,percent,3.9,6.3,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lahaina,9.1,percent,6.3,11.9,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lahaina,9.1,percent,6.8,11.4,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lahaina,10.0,percent,7.6,12.4,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lahaina,9.5,percent,7.2,11.7,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lahaina,11.3,percent,8.7,14.0,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lahaina,11.4,percent,8.7,14.1,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lihu‘e,6.0,percent,4.1,7.9,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lihu‘e,6.9,percent,4.9,8.9,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lihu‘e,7.2,percent,5.1,9.3,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lihu‘e,6.8,percent,4.8,8.8,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lihu‘e,7.5,percent,5.1,9.8,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Lihu‘e,7.6,percent,5.1,10.1,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Makawao,8.4,percent,6.5,10.2,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Makawao,8.1,percent,6.5,9.8,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Makawao,7.3,percent,5.9,8.8,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Makawao,7.7,percent,6.3,9.2,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Makawao,8.2,percent,6.7,9.7,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Makawao,8.7,percent,7.1,10.3,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","McCully - Makiki",5.1,percent,3.5,6.6,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","McCully - Makiki",5.4,percent,3.7,7.0,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","McCully - Makiki",6.5,percent,4.6,8.5,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","McCully - Makiki",6.9,percent,4.9,8.9,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","McCully - Makiki",8.1,percent,6.0,10.2,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area","McCully - Makiki",9.3,percent,7.2,11.3,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Mililani,2.8,percent,1.6,3.9,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Mililani,3.0,percent,1.9,4.2,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Mililani,3.6,percent,2.4,4.9,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Mililani,4.2,percent,2.7,5.7,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Mililani,4.1,percent,2.6,5.6,,,,,No,2015-2019,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Mililani,4.6,percent,2.6,6.5,,,,,No,2014-2018,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Moloka‘i,5.5,percent,2.5,8.5,,,,,No,2019-2023,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Moloka‘i,8.4,percent,4.8,12.1,,,,,No,2018-2022,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Moloka‘i,9.1,percent,5.3,13.0,,,,,No,2017-2021,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
"Adults Who Did Not See a Doctor Due to Cost","This indicator shows the percentage of adults who report not seeing a doctor in the past 12 months because of cost.","Primary Care Service Area",Moloka‘i,10.4,percent,6.4,14.3,,,,,No,2016-2020,"Behavioral Risk Factor Surveillance System","While estimated rates remain the same, CI values may vary slightly from HHDW.org due to differences in rounding methodology.<div class=""field_divider""><!-- --></div>Values are not shown where the total unweighted response count is < 50 or the relative standard error is > 0.3.",,,,,,,,,,,,,
